oid,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
3487,Eleftherios Maxwell,Bollman,1986,Brussels,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
3488,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
3489,Gina Kenta,Besancenot,1976,Mobile,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
3490,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
3491,Errol Cetin,Fabrizio,1978,Shreveport,Midfield,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
3492,Mazin Emeka,Milicia,1989,New,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
3493,Sarangan Sreerama,Borgelt,1994,Baltimore,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
3494,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
3495,Munir Sajal,Bottreau,1982,Charleston,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
3496,Ichiang Hanan,Kappner,1993,Lyon,Forward,Aik Solna-*,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
3497,Slawomir Wanli,Bertsekas,1996,Valdosta,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
3498,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
3499,Laird Capers,Aigrain,1990,Vail,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
3500,Anandeep Marinus,Balboni,1994,Guangzhou,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
3501,Yibei Yousong,Berthiaume,1989,Prague,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3502,Eleftherios Maxwell,Bollman,1986,Brussels,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
3503,Nasreddine Dongseung,Zallocco,1995,Leon,Midfield,Aik Solna-*,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
3504,Ramakant Elgin,Schachter,1990,Sun,Midfield,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
3505,Sahin Owen,Palomar,1984,Monroe,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
3506,Dongmyun Samuel,Corvi,1991,Portland,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
3507,Silvio Rogelio,Keskin,1988,Pasco,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
3508,Guardian Yongjoon,Pierro,1994,Chattanooga,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3509,Anya Itaru,Ghezal,1977,Orlando,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
3510,Mejar Congxiao,Farrag,1994,Sao,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
3511,Xiaola Jinhwan,Steffan,1977,Chihuahua,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
3512,Odysseas Iara,Batz,1980,Athens,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
3513,Clay Pawel,Kadar,1991,Sarasota,Defender,New York Red Bulls,Solna,San Siro Stadium,2011,Atsuyuki Jayaprakash
3514,Lundy Bharathi,Remp,1979,Elko,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2014,Shigetomo Abbas
3515,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
3516,Osmar Norton,Gove,1975,Paris,Defender-*,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
3517,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
3518,Gururaj Emilio,Mallorqui,1980,Santiago,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
3519,Thodoros PeiZong,Balfanz,1983,Indianapolis,Forward,FC Midtjylland,Houston,Stade Louis II,2011,Nabih Rios
3520,Gang Vivekananda,Hofstetter,1983,Mobile,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
3521,Anke Ute,Weener,1995,Kiev,Defender,Juventus,Salvador,BMO Field,2012,IlYoung Giese
3522,Gina Kenta,Besancenot,1976,Mobile,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
3523,Siranush Maris,Kameda,1982,Gainesville,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
3524,Hideaki Sava,Burtschick,1988,Guatemala,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
3525,Rastislav Stevo,Bellosta,1976,Cozumel,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
3526,Jami Waqar,Longobardi,1988,Aguascalientes,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
3527,Ernest Chiemi,Broch,1989,Birmingham,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
3528,Bhuwan Percy,Bouabdallah,1984,Guangzhou,Forward,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
3529,Rahim Barton,Kawakami,1993,Billings,Midfield,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
3530,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
3531,Siranush Maris,Kameda,1982,Gainesville,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
3532,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
3533,Andres Yahya,Wolin,1980,Istanbul,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
3534,Chitresh Harlan,Babb,1991,Copenhagen,Defender,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
3535,Ryoichi Ilan,Togni,1992,Vienna,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
3536,Jianlin Guanghui,Rudstrom,1979,Des,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
3537,Jialin Huan,Rensink,1976,Billings,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Henryk Kochs
3538,Sahin Owen,Palomar,1984,Monroe,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
3539,Yuyan Ivailo,Yochum,1991,Great,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
3540,Thodoros PeiZong,Balfanz,1983,Indianapolis,Forward,FC Midtjylland,Houston,Stade Louis II,2011,Nabih Rios
3541,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
3542,Behcet Liu,Tomii,1991,Myrtle,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
3543,Gina Kenta,Besancenot,1976,Mobile,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
3544,Kristian Britta,Vieri,1978,Prague,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
3545,Osmar Norton,Gove,1975,Paris,Defender-*,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
3546,Corentin Luping,Gevinti,1979,Amarillo,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
3547,Mahmut Vyjayanti,Dedood,1984,Mobile,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
3548,Guoren Igino,Hudelmaier,1979,Santiago,Defender,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
3549,Noriyuki Audrey,Cun,1993,San,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
3550,Mehryar Judi,Favre,1995,Amarillo,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
3551,Adhemar Yanni,Sittig,1991,Chicago,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
3552,Behcet Liu,Tomii,1991,Myrtle,Defender,P.a.o.k Fc,Munich,Allianz Arena Olympic Stadium Munich,2012,Sreenivas Wohr
3553,Luitpold Avra,Guyton,1981,Des,Goalkeeper,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
3554,Errol Cetin,Fabrizio,1978,Shreveport,Midfield,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
3555,Xiaola Jinhwan,Steffan,1977,Chihuahua,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
3556,Ludomir Franziska,Hinnebusch,1989,White,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
3557,Andres Yahya,Wolin,1980,Istanbul,Goalkeeper,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
3558,Fiora Avinash,Rosinski,1993,Palm,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
3559,Gina Kenta,Besancenot,1976,Mobile,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
3560,Dongmyun Samuel,Corvi,1991,Portland,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
3561,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
3562,Djimitri Gabriela,Miike,1990,Nashville,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
3563,Roger Kazi,Kraetzl,1990,Macon,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
3564,Ryoichi Ilan,Togni,1992,Vienna,Forward,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
3565,Yuka Prakash,Hopewell,1991,Tallahassee,Forward,Boavista F.C.,Hamburg,Estadio da Luz,2015,Duckyoung Padhye
3566,Takenobu Leighton,Derby,1989,Savannah,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3567,Wonhee Chrysantos,Cremilleux,1981,Melbourne,Defender,New York Red Bulls,Solna,San Siro Stadium,2011,Atsuyuki Jayaprakash
3568,Sahrah Kimon,Muluszynski,1991,Gainesville,Midfield,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
3569,Takenobu Leighton,Derby,1989,Savannah,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3570,Yibei Yousong,Berthiaume,1989,Prague,Forward,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
3571,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
3572,Sanjaya Raed,Zabele,1996,Twin,Midfield,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
3573,Luitpold Avra,Guyton,1981,Des,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
3574,Souri Bozena,Saloma,1996,Dothan,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
3575,Slawomir Wanli,Bertsekas,1996,Valdosta,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
3576,Drago Slava,Rael,1995,Dakar,Goalkeeper,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3577,Thodoros PeiZong,Balfanz,1983,Indianapolis,Forward,FC Midtjylland,Houston,Stade Louis II,2011,Nabih Rios
3578,Yooichi Hemant,Valette,1976,Amarillo,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
3579,Drago Slava,Rael,1995,Dakar,Goalkeeper,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3580,Judy Brant,Prenel,1978,Worcester,Goalkeeper,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
3581,Catherina Loan,Kolvik,1980,Killeen,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
3582,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
3583,Osmar Norton,Gove,1975,Paris,Defender-*,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
3584,Renganathan Sihai,Godo,1989,Baton,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
3585,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
3586,Osmar Norton,Gove,1975-*,Paris,Midfield,Aik Solna-*,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
3587,Hongbing Kevin,Nozaka,1977,Berlin,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
3588,Jefferson Chenxi,Goss,1987,Rochester,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
3589,Lundy Bharathi,Remp,1979,Elko,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2014,Shigetomo Abbas
3590,Klaus Nicu,Strevell,1979,Roanoke,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
3591,Mejar Congxiao,Farrag,1994,Sao,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
3592,Ramakant Elgin,Schachter,1990,Sun,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
3593,Huu Shian,Abraham,1988,Albuquerque,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
3594,Silvio Rogelio,Keskin,1988,Pasco,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
3595,Dagmar Marilde,Shackel,1985,Memphis,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
3596,Lundy Bharathi,Remp,1979,Elko,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2014,Shigetomo Abbas
3597,Gina Kenta,Besancenot,1976,Mobile,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
3598,Renganathan Sihai,Godo,1989,Baton,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
3599,Hing Seichi,Kehrer,1990,Conakry,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
3600,Vijay Ravindranath,Codenie,1985,Montreal,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
3601,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
3602,Alfred Giovanni,Larab,1990,Colorado,Goalkeeper,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
3603,Mejar Congxiao,Farrag,1994,Sao,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
3604,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3605,Yerucham Yunming,Berrebi,1990,Dallas,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
3606,Gururaj Emilio,Mallorqui,1980,Santiago,Forward,Aik Solna-*,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
3607,Osmar Norton,Gove,1975,Paris,Defender-*,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
3608,Gesine Tilmann,Cagman,1996,Corpus,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
3609,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
3610,Myla Nikolaus,Goni,1995,Budapest,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
3611,Rastislav Stevo,Bellosta,1976,Cozumel,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
3612,Lorrin Kazuki,Gabalda,1991,Veracruz,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
3613,Luitpold Avra,Guyton,1981,Des,Goalkeeper,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
3614,Elenora Noriyuki,Gawlick,1988,Orange,Goalkeeper,Aik Solna-*,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
3615,Petru Bapiraju,Harbison,1984,Lome,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
3616,Alison Pierdaniele,Knauff,1992,Mobile,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
3617,Hichum Ashok,Leifker,1984,Monroe,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
3618,Mejar Congxiao,Farrag,1994,Sao,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
3619,Otthein Naftaly,Hogan,1976,Salvador,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
3620,Martii Mischa,Matyska,1978,Pasco,Forward,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
3621,Saydean Eiichi,Alpuente,1983,Asheville,Forward,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
3622,Otthein Naftaly,Hogan,1976,Salvador,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
3623,Jialin Sartaj,Vinay,1995,Santiago,Midfield,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
3624,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2013,Atsuyuki Jayaprakash
3625,Cherri Toshiaki,Musselman,1984,Valdosta,Goalkeeper,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
3626,Joe Myung,Coppola,1975,Ciudad-*,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
3627,Vassilios Rildo,Cippico,1997,Green,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
3628,Pitro Melek,Poulin,1975,Buffalo,Midfield,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
3629,Dagmar Marilde,Shackel,1985,Memphis,Goalkeeper,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
3630,Joxan Barb,Eisenstadt,1977,Conakry,Forward,Grasshopper Club Zurich,Moscow,Gerhard Hanappi Stadium,2015,Olavi Gurd
3631,Lundy Bharathi,Remp,1979,Elko,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2014,Shigetomo Abbas
3632,Hongbing Kevin,Nozaka,1977,Berlin,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
3633,Surjatini Joohack,Spehner,1978,New,Midfield,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
3634,Chase Jed,Pascual,1984,Caracas,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
3635,Salim Uday,Buttyan,1986,Beaumont,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
3636,Gesine Tilmann,Cagman,1996,Corpus,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
3637,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
3638,Petko Maogang,Usha,1986,Nice,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
3639,Nasreddine Ratko,Lesperance,1995,Buffalo,Midfield,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
3640,Osten Bian,Gotoda,1993,Wilmington,Midfield,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
3641,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
3642,Huajun Haijo,Zajak,1982,Conakry,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3643,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
3644,Myla Nikolaus,Goni,1995,Budapest,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
3645,Lundy Bharathi,Remp,1979,Elko,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
3646,Woei Dongmo,Ogawa,1988,Aguascalientes,Defender,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
3647,Yooichi Hemant,Valette,1976,Amarillo,Forward,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
3648,Yasusi Seongyeol,Clemm,1997,Des,Defender,FK Partizan,Orlando,White Hart Lane,2012,Ravindra Grnarov
3649,Gernod Sowmitri,Harloff,1991,Monterrey,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
3650,Gernod Sowmitri,Harloff,1991,Monterrey,Forward,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
3651,Yadran Mechthild,Rayne,1983,South,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
3652,Velimir Solveig,Andraka,1988,Hartford,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
3653,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
3654,Klaus Nicu,Strevell,1979,Roanoke,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
3655,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
3656,Surnjani Catharine,Marciano,1980,Puebla,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
3657,Chase Jed,Pascual,1984,Caracas,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
3658,Dongwook Valentyn,Schupeta,1975,Fayetteville-*,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
3659,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
3660,Chase Jed,Pascual,1984,Caracas,Midfield,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
3661,Philip Sachio,Yoccoz,1975-*,Dayton,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
3662,Rudie Subbu,Hermanns,1992,Sao,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
3663,Fuyau Boo,Grillner,1987,Pocatello,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
3664,Alper Ehud,Lichnewsky,1988,Ontario,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
3665,Noe Aurelie,Konikowska,1976,Jacksonville,Defender,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
3666,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
3667,Ravin Shengchang,Cucka,1990,San,Defender,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
3668,Gennadi Ciprian,Kubicar,1995,Madrid,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
3669,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
3670,Seungwang Haym,Scanlon,1984,Munich,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
3671,Ichiang Hanan,Kappner,1993,Lyon,Forward,Aik Solna-*,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
3672,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
3673,Nedo Sudarshan,Waldherr,1985,Sarasota,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
3674,Yili Junjie,Walrath,1988,Beaumont,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
3675,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
3676,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
3677,Tayloe Erven,Gewali,1980,Dakar,Defender,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
3678,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
3679,Ruck Williams,Leenaerts,1995,Nice,Midfield,Grasshopper Club Zurich,Moscow,Gerhard Hanappi Stadium,2015,Olavi Gurd
3680,Judy Brant,Prenel,1978,Worcester,Goalkeeper,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
3681,Sangjin Martin,Sezan,1985,Lisbon,Defender,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
3682,Lorraine Hussein,Sokolin,1993,Idaho,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
3683,Zoubida Roch,Capps,1989,Toulouse,Goalkeeper,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
3684,Judy Brant,Prenel,1978,Worcester,Goalkeeper,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
3685,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
